,"('puma', 'nta')","('puma', 'tract')","('puma', 'block')","('puma', 'extreme')"
taxi,0.4630153255428182,0.9604047254065583,1.757387659587073,2.3145842590124115
bikeshare,0.2793703392058414,0.509322328860452,1.3534513944429631,1.4927513774104681
911-call,0.028554115893169228,0.06840373238432715,0.11814208340738766,0.12509565736174058
