,"('puma', 'nta')","('puma', 'tract')","('puma', 'block')","('puma', 'extreme')"
taxi,0.4445989330733231,0.7774139534696491,1.5708513204801202,2.1683402510487944
bikeshare,0.3569927467900559,0.6011531960346598,1.4004224710722397,1.5765667803165537
911-call,0.06015454092884259,0.08903286922966376,0.1423849733820981,0.1573508473912165
