,"('puma', 'nta')","('puma', 'tract')","('puma', 'block')","('puma', 'extreme')"
taxi,0.465035862195103,0.8073122995244888,1.6080266128251217,2.202514317579548
bikeshare,0.33790675996374564,0.5722993474707382,1.306159760844012,1.4623514363726098
911-call,0.04764909126446489,0.07372292017159139,0.1101672203818565,0.11944008697290097
