,Unnamed: 0,geometry,shape_area,count_gt,count_pred,diff
54,54,"POLYGON ((-73.95825534937234 40.77296533658364, -73.95871707441761 40.77233167465393, -73.9603198247861 40.77300708398869, -73.95985681798173 40.77364276866619, -73.95825534937234 40.77296533658364))",132957.000860245,11.561102,11.193488,-0.36761433
55,55,"POLYGON ((-73.96147581181627 40.77432401139129, -73.96193924573703 40.77368952710466, -73.96204380201686 40.77373365079641, -73.96355030321752 40.77436921641376, -73.96308760254303 40.7750028422446, -73.96158453862105 40.77436878420817, -73.96147581181627 40.77432401139129))",133544.3376521415,12.911647,12.230277,-0.68137074
56,56,"POLYGON ((-73.95555324404263 40.77265407548111, -73.95601507624532 40.7720199561478, -73.95825534937234 40.77296533658364, -73.95779380470256 40.77359989695422, -73.95555324404263 40.77265407548111))",185775.87464791644,10.555365,10.633735,0.07837039
57,57,"POLYGON ((-73.94808320702731 40.77461134738228, -73.94854984987261 40.77397726849798, -73.95079834739424 40.77492776864582, -73.95033856519113 40.77556320874584, -73.94808320702731 40.77461134738228))",187003.14126528785,8.691337,8.284826,-0.40651137
58,58,"POLYGON ((-73.97623388796951 40.7656746314446, -73.9767032358216 40.76499545049086, -73.97954417361019 40.76619741542299, -73.97945641840592 40.76632478702911, -73.97907658778129 40.76687608613496, -73.97836112975311 40.76657371131967, -73.97623388796951 40.7656746314446))",249236.0316322906,17.586346,16.802877,-0.78347015
59,59,"POLYGON ((-73.95270421536986 40.77656141218596, -73.95316583164943 40.77592319781638, -73.95540729761575 40.77686848039941, -73.95494520074132 40.77750394716683, -73.95270421536986 40.77656141218596))",186325.39081494423,8.986804,8.529538,-0.45726687
60,60,"POLYGON ((-73.95494520074132 40.77750394716683, -73.95540729761575 40.77686848039941, -73.95700967291427 40.77754533984147, -73.9565465081243 40.77818010108207, -73.95494520074132 40.77750394716683))",133032.47154474654,9.654618,9.232644,-0.42197442
61,61,"POLYGON ((-73.95816437040028 40.77886120010735, -73.95862715684635 40.77822653984914, -73.95873297320874 40.77827193680815, -73.96023811320399 40.7789053664472, -73.95977377315816 40.77954141866844, -73.95827194003536 40.77890783161114, -73.95816437040028 40.77886120010735))",133832.75467763972,6.6402755,5.989191,-0.65108484
62,62,"POLYGON ((-73.95174238246975 40.77787430524746, -73.95223995226124 40.77719359766055, -73.95448224114996 40.77813866451914, -73.95398370221397 40.77882211011831, -73.9522841271406 40.77810340409719, -73.95174238246975 40.77787430524746))",200046.65316114057,20.834194,20.556559,-0.27763858
63,63,"POLYGON ((-73.95448224114996 40.77813866451914, -73.95494520074132 40.77750394716683, -73.9565465081243 40.77818010108207, -73.95608218658001 40.7788141310592, -73.95448224114996 40.77813866451914))",132872.8277041856,10.57315,10.217251,-0.35589924
64,64,"POLYGON ((-73.98157266011316 40.77360207410767, -73.98207933930414 40.77299071196189, -73.98219661876092 40.7730322525203, -73.98222695293099 40.7738759030357, -73.98211386727733 40.77382858219413, -73.98157266011316 40.77360207410767))",31822.02465722885,8.269076,7.478777,-0.79029924
65,65,"POLYGON ((-73.95719892537153 40.78017750584893, -73.95769987124905 40.77949289513363, -73.95781269951948 40.77954295053014, -73.95931104895801 40.78017380474555, -73.95881439135736 40.78085808133279, -73.95730653302074 40.78022313863422, -73.95719892537153 40.78017750584893))",144211.3862320782,10.520941,10.240986,-0.27995595
66,66,"POLYGON ((-73.94405439380215 40.78296435804594, -73.94409680370406 40.78291078928753, -73.94418042939921 40.78280000562579, -73.94419113834019 40.78278581840216, -73.94422224326162 40.7827363057724, -73.94426008488276 40.78267603490072, -73.94427315665513 40.78265523122663, -73.94432285362952 40.78255774847164, -73.94433165868122 40.78254047299034, -73.94434204124059 40.78252010826554, -73.94439719745461 40.78238161087585, -73.94443826908865 40.78224095363149, -73.94521308609049 40.78257074657134, -73.94472264526928 40.78324757264148, -73.9446466599195 40.78321787380278, -73.94405439380215 40.78296435804594))",61431.2039141513,0.535284,1.3092284e-05,-0.5352709
67,67,"POLYGON ((-73.94331889400084 40.78517329787523, -73.94422334927886 40.78393330763441, -73.94658817755167 40.78494137695884, -73.94645057521245 40.785131173, -73.94636674788697 40.785246796472, -73.94615396079173 40.78554029212197, -73.94610370344272 40.78560961051257, -73.94569522890733 40.78617300801164, -73.94331889400084 40.78517329787523))",383179.0783374024,1.1336776,0.0,-1.1336775
68,68,"POLYGON ((-73.94101912728219 40.78831941307936, -73.9414783815417 40.78769140427374, -73.9428627482195 40.78826974536422, -73.94296868914353 40.78831400237153, -73.94303635338292 40.78834226918848, -73.94309647058209 40.78836738360385, -73.94315582613233 40.78839217914668, -73.94327303490422 40.78844114369435, -73.94333399902848 40.78846661070764, -73.94342928055929 40.78850641442262, -73.94385967625908 40.7886862105208, -73.94372271052612 40.78887010227106, -73.94368933916638 40.78891490749645, -73.94339597572984 40.78930877827399, -73.94101912728219 40.78831941307936))",194541.824143514,0.97131383,0.0,-0.97131383
69,69,"POLYGON ((-73.97974369471278 40.78629656600856, -73.98020357952028 40.78566053209408, -73.98144777619659 40.78618399337324, -73.9813720201137 40.78632313579514, -73.98137194932566 40.786323270809, -73.98137188933997 40.78632339711331, -73.98131152206683 40.78646752149776, -73.98131146273457 40.78646767460618, -73.98131141507892 40.78646784530663, -73.98126721802097 40.78661546635866, -73.98126714720446 40.7866157007149, -73.98126711099442 40.78661592586287, -73.98123948819091 40.78676572005011, -73.98123947605337 40.78676577382373, -73.98123947603835 40.78676582709674, -73.98122854594358 40.78691628169785, -73.97974369471278 40.78629656600856))",110249.88507538634,2.624211,2.1599166,-0.46429452
70,70,"POLYGON ((-73.94790156815013 40.7929325638669, -73.94838605226302 40.79225593837168, -73.94852605772419 40.79206315951984, -73.94858406931311 40.7919832808095, -73.94863281773087 40.79191615765631, -73.94868664251496 40.79184204374247, -73.94874466894427 40.79176214351212, -73.94884621607351 40.79162231707354, -73.94897560741256 40.79167699078893, -73.9495670968803 40.79192613945215, -73.94961685151391 40.79194709531368, -73.95001259668398 40.7921137882232, -73.95006532154686 40.79213599675837, -73.95011740873645 40.79215793594807, -73.95045954079013 40.79230204467259, -73.95025041802053 40.79258839749627, -73.95021427646962 40.79263788521087, -73.94999985301129 40.79293149396903, -73.94974117402496 40.79328634257939, -73.94969442794135 40.79335046601726, -73.94950835579309 40.79360570990099, -73.94912103231823 40.79344294446695, -73.94904537818248 40.79341115231942, -73.94873142893573 40.79327921830149, -73.9486509647726 40.79324540424005, -73.94802011281826 40.79298028949117, -73.94790156815013 40.7929325638669))",274570.6800219645,0.33849683,0.0,-0.33849686
71,71,"POLYGON ((-73.97416211392051 40.79395267709801, -73.97461559587776 40.79332480515753, -73.97630572278572 40.79403171546329, -73.97631047457978 40.79423130270857, -73.97629992852742 40.79443109436634, -73.97627412232094 40.79463009014847, -73.97623322019018 40.79482727353713, -73.97416211392051 40.79395267709801))",156165.0758809355,2.122203,0.0,-2.1222034
