,propotion_0.01,propotion_0.05,propotion_0.1,propotion_0.5,propotion_1
puma_nta,60.531150817871094,56.810546875,56.89357376098633,56.52788543701172,56.425479888916016
puma_tract,14.314935684204102,13.765113830566406,13.713985443115234,13.684311866760254,13.671091079711914
puma_block,1.938042402267456,1.884413480758667,1.8772591352462769,1.8750641345977783,1.874033808708191
nta_tract,12.360902786254883,11.970065116882324,11.913901329040527,11.884269714355469,11.873567581176758
nta_block,1.8590834140777588,1.8130654096603394,1.8066130876541138,1.804673433303833,1.8036253452301025
tract_block,1.573488712310791,1.5392512083053589,1.5366405248641968,1.534791350364685,1.5341954231262207
