,"('puma', 'nta')","('puma', 'tract')","('puma', 'block')","('puma', 'extreme')"
taxi,1.4004433482896426,2.0552965793780125,2.9634135242714184,3.907982247335377
bikeshare,0.2019106570144549,0.4906385708037732,1.3544016568878434,1.5239737890398704
911-call,0.02385702194676457,0.06879791930526426,0.12083785785272168,0.12714658220744912
