,"('puma', 'nta')","('puma', 'tract')","('puma', 'block')","('puma', 'extreme')"
taxi,1.820704849077283,1.8508121908231878,3.0883364436150362,4.282210669747327
bikeshare,0.2968923101987618,0.5186579874996298,1.41273493735004,1.5597781332385439
911-call,0.03070492544580704,0.06797644470733731,0.12310364226946889,0.12873649202805176
